department,commodity_desc,quarter_like_period,sales,households,baskets
DRUG GM,AUDIO/VIDEO PRODUCTS,6.0,1386.8100000000002,80,100
FLORAL,ROSES,6.0,894.3200000000003,55,64
DRUG GM,IRONING AND CHEMICALS,6.0,526.06,50,56
NUTRITION,BAKING,6.0,236.65,33,48
FLORAL,FLORAL- HARD GOODS,6.0,181.89999999999998,26,28
RESTAURANT,QUICK SERVICE,6.0,119.70000000000002,17,22
NUTRITION,NON EDIBLE PRODUCTS,6.0,110.13000000000002,9,12
DRUG GM,PROPANE,6.0,166.40999999999997,8,8
GROCERY,FLUID MILK PRODUCTS,3.0,28412.979999999396,1815,9646
GROCERY,COLD CEREAL,3.0,14552.479999999898,1194,3313
GROCERY,BAKED BREAD/BUNS/ROLLS,3.0,18966.689999999617,1731,8103
DRUG GM,ANALGESICS,3.0,3024.9200000000037,375,517
PRODUCE,POTATOES,3.0,6450.599999999991,1052,2169
GROCERY,SHORTENING/OIL,3.0,3714.909999999998,735,1168
GROCERY,YOGURT,3.0,7310.1599999999735,799,2247
DRUG GM,MAGAZINE,3.0,4587.380000000011,436,1012
GROCERY,CANNED MILK,3.0,732.8899999999994,252,354
GROCERY,CANNED JUICES,3.0,9738.330000000005,1018,2740
PASTRY,BREAKFAST SWEETS,3.0,2630.970000000004,567,1085
DRUG GM,ORAL HYGIENE PRODUCTS,3.0,4862.660000000005,620,1030
GROCERY,COCOA MIXES,3.0,1883.1300000000006,521,770
GROCERY,WAREHOUSE SNACKS,3.0,2307.5000000000027,522,957
GROCERY,VEGETABLES - SHELF STABLE,3.0,9031.269999999975,1241,3408
PRODUCE,PEPPERS-ALL,3.0,1958.740000000002,557,1030
PASTRY,DELI SUPPLIES,3.0,205.70000000000002,56,65
PRODUCE,VEGETABLES - ALL OTHERS,3.0,4263.47000000001,930,2178
GROCERY,DRY SAUCES/GRAVY,3.0,2232.9600000000014,644,1138
GROCERY,PICKLE/RELISH/PKLD VEG,3.0,1928.4199999999996,502,782
DRUG GM,DIETARY AID PRODUCTS,3.0,1457.6100000000006,85,186
MEAT-PCKGD,DINNER SAUSAGE,3.0,4900.0400000000045,640,1157
GROCERY,BUTTER,3.0,3033.6500000000015,447,831
MEAT-PCKGD,HEAT/SERVE,3.0,3881.520000000006,375,716
PRODUCE,VALUE ADDED FRUIT,3.0,1893.5500000000002,337,638
GROCERY,DOMESTIC WINE,3.0,9210.509999999958,249,653
PRODUCE,SQUASH,3.0,551.06,186,312
DRUG GM,FILM AND CAMERA PRODUCTS,3.0,892.2000000000003,121,134
GROCERY,OLIVES,3.0,795.6000000000004,284,390
DELI,SANDWICHES,3.0,494.60999999999996,65,116
NUTRITION,RICE CAKES,3.0,336.52,67,114
DRUG GM,KITCHEN GADGETS,3.0,1023.2900000000009,225,269
DRUG GM,DOMESTIC GOODS,3.0,392.48999999999995,59,63
NUTRITION,BEVERAGE,3.0,209.45,26,62
DRUG GM,PLASTIC HOUSEWARES,3.0,1128.88,223,264
NUTRITION,CONDIMENTS,3.0,209.81,29,47
DELI,SERVICE BEVERAGE,3.0,35.760000000000005,22,32
DELI,DELI SUPPLIES,3.0,107.84,29,31
NUTRITION,PREPARED/PKGD FOODS,3.0,371.86,52,94
DRUG GM,NATURAL HBC,3.0,4.69,1,1
RESTAURANT,COFFEE SHOP,3.0,78.71,16,23
COSMETICS,COSMETIC ACCESSORIES,3.0,149.53,15,15
DRUG GM,SMOKING CESSATIONS,3.0,364.84000000000003,5,10
COSMETICS,FRAGRANCES,3.0,273.34000000000003,11,11
MEAT,SMOKED MEATS,5.0,3642.0799999999995,388,559
PRODUCE,HERBS,5.0,515.4000000000003,270,384
GROCERY,REFRGRATD JUICES/DRNKS,5.0,10299.85000000001,1173,3692
GROCERY,PAPER HOUSEWARES,5.0,3784.8900000000076,645,1164
GROCERY,WATER - CARBONATED/FLVRD DRINK,5.0,9030.229999999941,940,2597
NUTRITION,DRIED FRUIT,5.0,1278.430000000001,279,439
NUTRITION,FROZEN,5.0,1415.4200000000003,101,215
PRODUCE,MELONS,5.0,2777.9700000000066,456,793
NUTRITION,NON-DAIRY BEVERAGES,5.0,300.33,30,82
GROCERY,SOUP,5.0,9526.319999999963,1119,2756
GROCERY,MOLASSES/SYRUP/PANCAKE MIXS,5.0,1778.7300000000014,425,603
GROCERY,DINNER MXS:DRY,5.0,6310.920000000011,870,1830
PRODUCE,CORN,5.0,1200.9300000000005,414,731
GROCERY,FROZEN BREAD/DOUGH,5.0,2565.3000000000034,586,983
DRUG GM,CIGARETTES,5.0,13188.250000000007,426,1522
DRUG GM,GREETING CARDS/WRAP/PARTY SPLY,5.0,6021.719999999999,726,1311
GROCERY,DRY BN/VEG/POTATO/RICE,5.0,5236.220000000008,925,1842
GROCERY,SUGARS/SWEETNERS,5.0,3550.3499999999985,762,1337
PASTRY,PIES,5.0,1546.6800000000017,221,348
KIOSK-GAS,COUPON/MISC ITEMS,5.0,84723.36999999985,708,3036
GROCERY,CAT FOOD,5.0,4929.670000000001,348,985
DRUG GM,PREPAID WIRELESS&ACCESSORIES,5.0,2589.9,74,144
DRUG GM,ELECTRICAL SUPPPLIES,5.0,1146.0199999999995,252,319
DRUG GM,DIAPERS & DISPOSABLES,5.0,8604.119999999977,258,634
DRUG GM,INFANT CARE PRODUCTS,5.0,774.0200000000002,113,151
GROCERY,BLEACH,5.0,1362.37,373,505
PASTRY,CAKES,5.0,6182.519999999997,489,760
DRUG GM,SINUS AND ALLERGY,5.0,1935.7700000000013,175,238
FLORAL,FLORAL-FRESH CUT,5.0,3539.6600000000026,262,370
DRUG GM,GLASSES/VISION AIDS,5.0,147.05,22,26
DRUG GM,APPAREL,5.0,450.73,53,67
DRUG GM,DOLLAR VALUE PRODUCTS,5.0,17.74,15,15
NUTRITION,JUICE,5.0,585.1300000000001,84,154
PASTRY,BAKERY PARTY TRAYS,5.0,91.16,11,14
SEAFOOD,SEAFOOD - FROZEN,5.0,1282.2599999999998,90,137
FROZEN GROCERY,UNKNOWN,5.0,64.63999999999999,23,28
NUTRITION,BREAD,5.0,57.050000000000004,14,15
DRUG GM,VALENTINE,5.0,15.2,5,5
MEAT,(CORP USE ONLY),5.0,20.07,6,6
GM MERCH EXP,COUPON/MISC ITEMS,5.0,9.7,7,9
TRAVEL & LEISUR,TROPICAL FRUIT,5.0,2.1,2,2
DRUG GM,CANDY - PACKAGED,4.0,10052.909999999956,1086,3086
GROCERY,FROZEN PIZZA,4.0,21970.37999999984,1165,3469
GROCERY,HOT CEREAL,4.0,2755.3099999999986,542,906
GROCERY,MEAT - SHELF STABLE,4.0,8026.499999999991,924,2057
GROCERY,FD WRAPS/BAGS/TRSH BG,4.0,5836.95000000001,830,1535
GROCERY,BAG SNACKS,4.0,20924.969999999976,1552,5951
GROCERY,MARGARINES,4.0,3279.029999999999,986,1879
PRODUCE,TOMATOES,4.0,6083.580000000002,818,1964
PASTRY,SWEET GOODS & SNACKS,4.0,746.9900000000004,146,226
DRUG GM,HAIR CARE PRODUCTS,4.0,6323.740000000001,629,1134
DELI,DELI MEATS,4.0,14361.909999999973,780,2294
GROCERY,REFRGRATD DOUGH PRODUCTS,4.0,6403.800000000016,938,2046
GROCERY,BAKING MIXES,4.0,4510.71000000001,870,1677
GROCERY,COOKIES/CONES,4.0,6887.790000000012,949,2178
GROCERY,DISHWASH DETERGENTS,4.0,2740.5900000000024,569,884
DRUG GM,SPRING/SUMMER SEASONAL,4.0,978.6300000000003,130,146
PASTRY,COOKIES,4.0,1729.0500000000004,313,444
KIOSK-GAS,FUEL,4.0,3208.08,70,196
GROCERY,HOUSEHOLD CLEANG NEEDS,4.0,5353.220000000011,589,1022
MISC SALES TRAN,COUPON/MISC ITEMS,4.0,15716.459999999988,461,884
GROCERY,FLOUR & MEALS,4.0,756.4599999999998,318,409
DRUG GM,NEWSPAPER,4.0,824.8399999999999,267,640
DRUG GM,HOSIERY/SOCKS,4.0,589.4900000000001,96,124
DRUG GM,TICKETS,4.0,779.0700000000002,77,93
MEAT-PCKGD,MISCELLANEOUS,4.0,847.9600000000002,258,340
DRUG GM,ANTACIDS,4.0,1765.8100000000009,197,274
FLORAL,FLORAL-FOLIAGE PLANTS,4.0,250.23,25,29
GROCERY,FROZEN CHICKEN,4.0,397.61,17,37
DRUG GM,ADULT INCONTINENCE,4.0,566.1800000000001,31,61
CHEF SHOPPE,UNKNOWN,4.0,30.389999999999997,10,11
NUTRITION,BABYFOOD,4.0,131.66000000000003,9,23
DRUG GM,FALL AND WINTER SEASONAL,4.0,271.56,29,32
DRUG GM,LONG DISTANCE CALLING CARDS,4.0,84.49000000000001,8,8
DRUG GM,HOME FURNISHINGS,4.0,107.53,5,5
FLORAL,FLORAL-ACCESSORIES,6.0,11.370000000000001,3,3
DRUG GM,MISCELLANEOUS HBC,6.0,5.98,2,2
FLORAL,FLORAL- HARD GOODS,1.0,68.93,11,11
DRUG GM,MISCELLANEOUS HBC,1.0,23.92,6,7
RESTAURANT,QUICK SERVICE,1.0,38.050000000000004,6,6
FLORAL,FLORAL-ACCESSORIES,1.0,33.46,3,3
NUTRITION,NON EDIBLE PRODUCTS,1.0,3.89,1,1
PORK,PORK,1.0,7.96,1,1
DRUG GM,HOME FREEZING & CANNING SUPPLY,1.0,8.27,2,2
MEAT,MEAT - MISC,4.0,4.85,2,2
FLORAL,GIFT & FRUIT BASKETS,5.0,6.99,1,1
FLORAL,EASTER LILY,5.0,31.98,1,1
PRODUCE,SALAD BAR,5.0,12.510000000000002,2,3
SALAD BAR,PROD SUPPLIES,2.0,4.69,1,1
GROCERY,DINNER MXS:DRY,7.0,6877.360000000008,950,1957
GROCERY,REFRGRATD JUICES/DRNKS,7.0,9684.849999999988,1121,3315
DRUG GM,GREETING CARDS/WRAP/PARTY SPLY,7.0,4244.280000000009,578,981
NUTRITION,DRIED FRUIT,7.0,1633.2500000000007,315,495
GROCERY,SOUP,7.0,15259.849999999939,1371,3978
KIOSK-GAS,COUPON/MISC ITEMS,7.0,69904.68000000001,716,2957
FLORAL,FLORAL-FRESH CUT,7.0,3051.3700000000017,236,337
GROCERY,DRY BN/VEG/POTATO/RICE,7.0,5170.810000000009,911,1867
DRUG GM,DIAPERS & DISPOSABLES,7.0,8934.399999999976,266,707
SEAFOOD,SEAFOOD - FROZEN,7.0,1245.13,86,132
PRODUCE,MELONS,7.0,847.7300000000002,169,261
PASTRY,PIES,7.0,2608.2200000000034,349,551
GROCERY,FROZEN BREAD/DOUGH,7.0,2984.7100000000023,634,1120
GROCERY,WATER - CARBONATED/FLVRD DRINK,7.0,8304.15999999996,778,2262
GROCERY,PAPER HOUSEWARES,7.0,3890.750000000007,640,1136
GROCERY,MOLASSES/SYRUP/PANCAKE MIXS,7.0,2070.9200000000005,501,683
MEAT,SMOKED MEATS,7.0,5654.399999999998,451,696
NUTRITION,JUICE,7.0,471.8399999999999,67,113
PASTRY,CAKES,7.0,5499.570000000002,416,629
DRUG GM,CIGARETTES,7.0,13148.710000000012,414,1463
GROCERY,CAT FOOD,7.0,5031.340000000004,352,978
GROCERY,SUGARS/SWEETNERS,7.0,4442.040000000015,862,1590
DRUG GM,PREPAID WIRELESS&ACCESSORIES,7.0,2639.5600000000004,71,131
GROCERY,BLEACH,7.0,1421.6300000000022,355,493
DRUG GM,APPAREL,7.0,584.96,43,49
PRODUCE,HERBS,7.0,542.2599999999999,274,443
DRUG GM,ELECTRICAL SUPPPLIES,7.0,1802.1499999999996,322,445
PASTRY,BAKERY PARTY TRAYS,7.0,282.99,30,34
DRUG GM,SINUS AND ALLERGY,7.0,1570.2200000000007,169,228
PRODUCE,CORN,7.0,111.94,45,61
FROZEN GROCERY,UNKNOWN,7.0,161.36,37,43
DRUG GM,INFANT CARE PRODUCTS,7.0,925.9800000000004,105,157
NUTRITION,FROZEN,7.0,1656.9800000000014,105,227
NUTRITION,NON-DAIRY BEVERAGES,7.0,295.46000000000004,29,67
NUTRITION,BREAD,7.0,31.790000000000003,10,11
DRUG GM,DOLLAR VALUE PRODUCTS,7.0,15.85,4,5
FLORAL,BOUQUET (NON ROSE),7.0,53.93000000000001,7,7
DRUG GM,GLASSES/VISION AIDS,7.0,136.89999999999998,12,12
FLORAL,GIFT & FRUIT BASKETS,7.0,34.43,3,4
MEAT,(CORP USE ONLY),7.0,63.269999999999996,8,10
VIDEO,BEERS/ALES,7.0,12.79,1,1
DRUG GM,VALENTINE,7.0,1.0,1,1
GM MERCH EXP,COUPON/MISC ITEMS,7.0,11.13,4,6
NUTRITION,ORGANICS FRUIT & VEGETABLES,4.0,2.99,1,1
DRUG GM,CONTINUITIES,4.0,7.99,2,2
DRUG GM,HOME HEALTH CARE,6.0,15.24,2,2
SALAD BAR,PROD SUPPLIES,3.0,14.25,2,2
GROCERY,SOUP,8.0,13958.389999999914,1280,3417
GROCERY,DINNER MXS:DRY,8.0,5485.330000000011,821,1582
GROCERY,SUGARS/SWEETNERS,8.0,3451.42,741,1210
GROCERY,PAPER HOUSEWARES,8.0,3297.8600000000088,543,945
GROCERY,REFRGRATD JUICES/DRNKS,8.0,9001.260000000015,1024,2844
GROCERY,MOLASSES/SYRUP/PANCAKE MIXS,8.0,1791.0199999999998,435,602
GROCERY,BLEACH,8.0,1057.7800000000004,287,379
DRUG GM,GREETING CARDS/WRAP/PARTY SPLY,8.0,4356.670000000008,590,954
GROCERY,WATER - CARBONATED/FLVRD DRINK,8.0,7926.15999999996,807,2136
NUTRITION,FROZEN,8.0,1317.670000000001,92,196
DRUG GM,DIAPERS & DISPOSABLES,8.0,7516.489999999987,247,548
DRUG GM,VALENTINE,8.0,1026.3200000000015,187,223
KIOSK-GAS,COUPON/MISC ITEMS,8.0,56963.93999999997,609,2316
PRODUCE,MELONS,8.0,574.8599999999999,149,214
DRUG GM,CIGARETTES,8.0,10041.020000000028,373,1156
GROCERY,DRY BN/VEG/POTATO/RICE,8.0,4676.200000000013,903,1664
GROCERY,FROZEN BREAD/DOUGH,8.0,2423.420000000001,542,879
FROZEN GROCERY,UNKNOWN,8.0,126.91000000000001,42,54
NUTRITION,DRIED FRUIT,8.0,1333.0100000000011,260,396
PASTRY,CAKES,8.0,4310.000000000003,374,509
PRODUCE,HERBS,8.0,623.4000000000001,270,426
DRUG GM,SINUS AND ALLERGY,8.0,1211.9600000000005,138,189
MEAT,SMOKED MEATS,8.0,3747.4100000000003,376,532
GROCERY,CAT FOOD,8.0,4150.889999999997,304,757
FLORAL,FLORAL-FRESH CUT,8.0,2300.030000000001,185,230
DRUG GM,PREPAID WIRELESS&ACCESSORIES,8.0,2919.46,72,128
DRUG GM,ELECTRICAL SUPPPLIES,8.0,1418.9199999999998,288,353
DRUG GM,INFANT CARE PRODUCTS,8.0,949.2800000000004,118,156
NUTRITION,JUICE,8.0,500.86000000000007,65,102
NUTRITION,BREAD,8.0,73.25,21,23
PASTRY,PIES,8.0,1223.0600000000013,183,264
SEAFOOD,SEAFOOD - FROZEN,8.0,1237.6799999999998,105,140
DRUG GM,DOLLAR VALUE PRODUCTS,8.0,122.03,53,57
PASTRY,BAKERY PARTY TRAYS,8.0,193.47,21,24
MEAT,(CORP USE ONLY),8.0,29.67,6,6
NUTRITION,NON-DAIRY BEVERAGES,8.0,313.90999999999997,31,71
GM MERCH EXP,COUPON/MISC ITEMS,8.0,35.66,10,12
PRODUCE,CORN,8.0,30.8,17,20
DRUG GM,GLASSES/VISION AIDS,8.0,222.72999999999996,12,16
FLORAL,GIFT & FRUIT BASKETS,8.0,78.77,5,5
DRUG GM,APPAREL,8.0,318.39000000000004,35,40
FLORAL,BOUQUET (NON ROSE),8.0,26.97,3,3
VIDEO,BEERS/ALES,8.0,21.98,2,2
SEAFOOD,MEAT SUPPLIES,4.0,45.760000000000005,3,3
AUTOMOTIVE,NEWSPAPER,8.0,0.5,1,1
GROCERY,CONDIMENTS/SAUCES,1.0,2935.390000000004,637,1088
PRODUCE,BERRIES,1.0,2033.2200000000016,397,672
MEAT,PORK,1.0,4712.279999999994,427,629
GROCERY,SOFT DRINKS,1.0,17467.05000000036,1100,3838
GROCERY,LIQUOR,1.0,130.28999999999996,28,34
SPIRITS,LIQUOR,1.0,1275.200000000001,56,105
GROCERY,SEAFOOD - SHELF STABLE,1.0,1254.1099999999994,269,376
GROCERY,PNT BTR/JELLY/JAMS,1.0,1786.2600000000018,369,529
MEAT-PCKGD,HOT DOGS,1.0,2252.9399999999955,468,708
GROCERY,BAKED SWEET GOODS,1.0,2591.5099999999998,492,902
PRODUCE,ONIONS,1.0,1076.2100000000019,461,750
PRODUCE,SALAD MIX,1.0,2190.750000000003,421,741
PRODUCE,STONE FRUIT,1.0,675.9800000000001,179,233
GROCERY,MISC. DAIRY,1.0,1351.829999999999,281,422
GROCERY,FRZN ICE,1.0,498.170000000001,131,189
DELI,SALADS/DIPS,1.0,1410.1400000000021,251,344
PRODUCE,CARROTS,1.0,722.0800000000036,286,357
GROCERY,MILK BY-PRODUCTS,1.0,2053.2700000000013,529,937
GARDEN CENTER,GARDEN CENTER,1.0,1013.7500000000005,66,83
DRUG GM,FEMININE HYGIENE,1.0,928.1799999999996,167,208
SALAD BAR,SALAD BAR,1.0,1948.1399999999999,241,494
NUTRITION,SNKS/CKYS/CRKR/CNDY,1.0,141.29,23,41
NUTRITION,REFRIGERATED,1.0,1066.750000000001,125,278
GROCERY,DRY MIX DESSERTS,1.0,508.73999999999995,173,233
DRUG GM,SHAVING CARE PRODUCTS,1.0,1087.69,138,162
DRUG GM,INSECTICIDES,1.0,292.9400000000001,53,55
DRUG GM,BABY FOODS,1.0,1070.1099999999954,93,198
DRUG GM,BOOKSTORE,1.0,775.1900000000003,57,71
MISC. TRANS.,NO COMMODITY DESCRIPTION,1.0,672.3500000000003,62,70
FLORAL,FLORAL BALLOONS,1.0,190.71000000000004,19,19
GROCERY,EGGS,2.0,4576.290000000027,1339,3494
GROCERY,BATH TISSUES,2.0,7218.809999999974,856,1748
PRODUCE,VALUE ADDED VEGETABLES,2.0,945.7900000000008,156,249
 , ,2.0,0.0,539,942
NUTRITION,WATER,2.0,479.94000000000005,117,199
POSTAL CENTER,CANDY - PACKAGED,2.0,1.89,1,1
COSMETICS,BATH,2.0,492.35,95,112
DELI,CHICKEN/POULTRY,2.0,4414.090000000002,425,901
MEAT,CHICKEN,2.0,13232.52,969,2131
DRUG GM,INFANT FORMULA,2.0,7949.509999999996,137,419
PRODUCE,APPLES,2.0,3479.220000000003,672,1294
PRODUCE,NUTS,2.0,839.0700000000004,116,178
PRODUCE,POPCORN,2.0,1686.9400000000023,343,506
GROCERY,LAUNDRY ADDITIVES,2.0,2585.300000000003,408,587
DRUG GM,ETHNIC PERSONAL CARE,2.0,109.58,33,36
DELI,PREPARED FOOD,2.0,2453.0600000000004,303,588
DRUG GM,LAWN AND GARDEN SHOP,2.0,580.01,49,66
NUTRITION,PACKAGED NATURAL SNACKS,2.0,96.03999999999999,34,38
DRUG GM,COFFEE FILTERS,2.0,440.47,150,168
GROCERY,CAT LITTER,2.0,1942.2600000000016,195,354
NUTRITION,SOUP,2.0,135.92000000000002,23,34
DRUG GM,FAMILY PLANNING,2.0,622.81,66,74
COUP/STR & MFG,COUPONS/STORE & MFG,2.0,133.06,102,154
MEAT,VEAL,2.0,125.02000000000001,20,26
TRAVEL & LEISUR,APPLES,2.0,319.52,93,109
DRUG GM,CIGARS,2.0,81.62,16,24
DRUG GM,SPORTS MEMORABLILIA,2.0,131.50999999999996,25,26
PRODUCE,SEASONAL,2.0,19.950000000000003,5,5
DRUG GM,PORTABLE ELECTRIC APPLIANCES,2.0,236.76999999999998,13,14
RESTAURANT,COFFEE SHOP SWEET GOODS&RETAIL,2.0,25.75,5,5
PROD-WHS SALES,PROD SUPPLIES,2.0,5.0,1,1
PRODUCE,BERRIES,6.0,5890.640000000003,731,1599
PRODUCE,SALAD MIX,6.0,6572.750000000009,898,2279
DRUG GM,BABY FOODS,6.0,2822.5899999999983,173,538
MEAT-PCKGD,HOT DOGS,6.0,5726.570000000004,927,1913
DELI,SALADS/DIPS,6.0,4165.370000000006,542,997
GROCERY,MILK BY-PRODUCTS,6.0,5977.050000000017,1126,2826
MISC. TRANS.,NO COMMODITY DESCRIPTION,6.0,1357.4200000000005,264,378
PRODUCE,ONIONS,6.0,3136.200000000003,1000,2198
NUTRITION,REFRIGERATED,6.0,3894.5500000000015,263,779
GROCERY,CONDIMENTS/SAUCES,6.0,6256.020000000019,1176,2505
PRODUCE,STONE FRUIT,6.0,7163.980000000001,823,2084
GROCERY,SOFT DRINKS,6.0,46865.51000000012,1776,10049
PRODUCE,CARROTS,6.0,2142.5600000000045,617,1077
GROCERY,PNT BTR/JELLY/JAMS,6.0,4340.860000000004,833,1455
GROCERY,SEAFOOD - SHELF STABLE,6.0,3326.5300000000007,573,1020
MEAT,PORK,6.0,13199.590000000002,843,1739
GROCERY,BAKED SWEET GOODS,6.0,8143.230000000003,962,2691
DRUG GM,SHAVING CARE PRODUCTS,6.0,3533.8600000000024,369,508
DRUG GM,SEWING,6.0,31.88,16,16
NUTRITION,SNKS/CKYS/CRKR/CNDY,6.0,518.0400000000001,84,132
GROCERY,DRY MIX DESSERTS,6.0,1583.6499999999974,499,791
GROCERY,MISC. DAIRY,6.0,2934.0400000000022,542,927
DRUG GM,INSECTICIDES,6.0,884.7800000000002,152,171
SALAD BAR,SALAD BAR,6.0,4144.650000000002,422,1145
DRUG GM,FEMININE HYGIENE,6.0,2957.7000000000003,413,618
GROCERY,FRZN ICE,6.0,1571.510000000001,317,505
GARDEN CENTER,GARDEN CENTER,6.0,475.28999999999996,34,43
GROCERY,BOTTLE DEPOSITS,6.0,6.699999999999999,3,5
GROCERY,LIQUOR,6.0,398.82999999999987,69,82
FLORAL,FLORAL-FLOWERING PLANTS,6.0,448.88,46,51
SPIRITS,LIQUOR,6.0,2983.9800000000023,141,263
DRUG GM,BOOKSTORE,6.0,1783.9200000000005,142,190
FLORAL,FLORAL BALLOONS,6.0,229.64,29,30
GROCERY,FRZN SEAFOOD,6.0,29.94,4,4
NUTRITION,DRY TEA/COFFEE/COCO MIX,6.0,81.50999999999999,12,15
PHOTO,REFRGRATD DOUGH PRODUCTS,6.0,17.32,7,7
MEAT,LAMB,6.0,108.14999999999999,8,22
GARDEN CENTER,UNKNOWN,6.0,24.48,7,7
COSMETICS,COUPON/MISC ITEMS,6.0,28.16,7,7
RX,PHARMACY,6.0,10.99,1,1
GROCERY,BATH TISSUES,3.0,7656.219999999987,831,1774
GROCERY,EGGS,3.0,5607.260000000026,1365,3863
PRODUCE,APPLES,3.0,5450.260000000003,823,1938
COUP/STR & MFG,COUPONS/STORE & MFG,3.0,104.85,73,132
MEAT,CHICKEN,3.0,12541.479999999996,893,1980
DRUG GM,ETHNIC PERSONAL CARE,3.0,132.75,22,28
GROCERY,LAUNDRY ADDITIVES,3.0,2592.250000000002,392,609
DELI,CHICKEN/POULTRY,3.0,3896.8300000000017,384,741
GROCERY,CAT LITTER,3.0,2075.2700000000013,201,382
NUTRITION,SOUP,3.0,221.64,35,49
TRAVEL & LEISUR,APPLES,3.0,464.91999999999996,141,167
DRUG GM,COFFEE FILTERS,3.0,581.4200000000001,202,243
 , ,3.0,0.0,418,785
DELI,PREPARED FOOD,3.0,3336.670000000001,303,682
DRUG GM,INFANT FORMULA,3.0,7295.989999999997,127,392
PRODUCE,NUTS,3.0,1543.3200000000015,187,294
PRODUCE,VALUE ADDED VEGETABLES,3.0,1101.1700000000008,164,248
PRODUCE,POPCORN,3.0,1758.2800000000016,376,553
NUTRITION,WATER,3.0,201.60000000000002,63,95
PRODUCE,SEASONAL,3.0,686.8400000000003,101,112
COSMETICS,BATH,3.0,614.49,112,136
PRODUCE,MISCELLANEOUS(CORP USE ONLY),3.0,2.29,1,1
DRUG GM,FAMILY PLANNING,3.0,669.5300000000001,69,78
NUTRITION,PACKAGED NATURAL SNACKS,3.0,154.6,46,62
DRUG GM,SPORTS MEMORABLILIA,3.0,195.78,19,20
MEAT,VEAL,3.0,143.85,21,24
DRUG GM,CIGARS,3.0,80.22000000000001,19,26
DRUG GM,PORTABLE ELECTRIC APPLIANCES,3.0,179.68,18,18
NUTRITION,NATURAL VITAMINS,3.0,14.98,2,2
GROCERY,LAUNDRY DETERGENTS,5.0,7807.439999999965,695,1213
MEAT-PCKGD,MEAT - MISC,5.0,10313.849999999915,708,1334
GROCERY,FRZN VEGETABLE/VEG DSH,5.0,6077.790000000019,826,1800
GROCERY,FRZN FRUITS,5.0,950.94,111,184
DELI,DELI SPECIALTIES (RETAIL PK),5.0,137.34000000000003,47,51
GROCERY,COFFEE,5.0,8583.599999999959,678,1536
GROCERY,SNACK NUTS,5.0,2237.6100000000015,360,615
DRUG GM,HAIR CARE ACCESSORIES,5.0,628.4500000000004,166,192
PRODUCE,TROPICAL FRUIT,5.0,6285.500000000002,1238,4706
DRUG GM,CHARCOAL AND LIGHTER FLUID,5.0,2292.2000000000025,270,390
DRUG GM,COLD AND FLU,5.0,2914.1600000000026,357,531
MEAT,BEEF,5.0,46937.620000000024,1444,5355
PRODUCE,CITRUS,5.0,3292.920000000001,684,1538
PRODUCE,ORGANICS FRUIT & VEGETABLES,5.0,2637.8800000000024,421,819
GROCERY,FRZN JCE CONC/DRNKS,5.0,831.7899999999997,149,257
MEAT-PCKGD,FROZEN MEAT,5.0,7009.919999999989,585,1155
MEAT-PCKGD,BACON,5.0,6078.7199999999975,740,1467
PRODUCE,BROCCOLI/CAULIFLOWER,5.0,1309.0100000000027,326,628
MEAT,TURKEY,5.0,1470.7100000000012,158,254
GROCERY,FROZEN PIE/DESSERTS,5.0,3123.2400000000025,541,927
GROCERY,IMPORTED WINE,5.0,2791.720000000002,119,223
DRUG GM,HAND/BODY/FACIAL PRODUCTS,5.0,2860.380000000003,292,406
GROCERY,DOG FOODS,5.0,7651.04999999999,415,1037
DRUG GM,TOBACCO OTHER,5.0,501.1299999999999,82,125
DRUG GM,STATIONERY & SCHOOL SUPPLIES,5.0,2122.8300000000017,367,540
DRUG GM,AUTOMOTIVE PRODUCTS,5.0,439.04999999999995,87,102
DRUG GM,IN-STORE PHOTOFINISHING,5.0,1140.39,77,115
GROCERY,MISC WINE,5.0,966.0800000000006,114,142
DRUG GM,HARDWARE SUPPLIES,5.0,684.2000000000004,127,160
GROCERY,SYRUPS/TOPPINGS,5.0,383.18999999999994,127,151
GROCERY,BIRD SEED,5.0,240.26999999999998,33,53
DRUG GM,LAXATIVES,5.0,1295.2800000000007,129,209
DELI,SNACKS,5.0,540.1500000000001,118,169
GRO BAKERY,SNACK NUTS,5.0,2.18,1,1
DRUG GM,DISPOSIBLE FOILWARE,5.0,478.6,99,117
SEAFOOD-PCKGD,SEAFOOD-FRESH,5.0,498.10999999999996,98,149
DRUG GM,PERSONAL CARE APPLIANCES,5.0,623.0200000000001,43,45
DRUG GM,CHRISTMAS  SEASONAL,5.0,94.93,25,28
DRUG GM,OVERNIGHT PHOTOFINISHING,5.0,91.29,11,15
AUTOMOTIVE,COUPON,5.0,98.74999999999999,10,10
PRODUCE,PROD SUPPLIES,5.0,9.97,2,3
GROCERY,RESTRICTED DIET,5.0,17.150000000000002,6,6
MEAT,RW FRESH PROCESSED MEAT,5.0,4.279999999999999,3,4
DRUG GM,CANDY - CHECKLANE,4.0,4248.3900000000085,1092,3329
GROCERY,FRZN MEAT/MEAT DINNERS,4.0,23384.089999999887,1143,3255
GROCERY,BEANS - CANNED GLASS & MW,4.0,2388.6399999999994,687,1238
GROCERY,HISPANIC,4.0,7242.430000000007,958,2155
GROCERY,SPICES & EXTRACTS,4.0,4071.0500000000065,813,1319
GROCERY,DRY NOODLES/PASTA,4.0,3473.3500000000067,992,2029
